datetime,longitude,latitude,water_level,significant_wave_height,wind_speed,distance_from_land,water_depth,satellite,quality,absolute_dynamic_topography,water_level_rms,significant_wave_height_raw,significant_wave_height_rms,wind_speed_raw,wind_speed_rads
2017-10-27 12:54:00.237,1.7432115,55.2970128,0.0363999999219544,2.02384233474731,10.0952699498487,173769.712107421,-40.811241471669,c2,0,0.3502,0.06,2.062,0.342,10.0780216041818,9.17
2017-10-27 19:59:57.160,7.192255,55.289819,0.391800000014157,2.674559,13.2148633512635,63775.0219310912,-26.0566266460301,j2,0,0.5048,0.0799,2.608,0.58100003,13.3120476850589,14.299999
2017-10-27 19:59:58.157,7.254585,55.252213,0.328599999955294,2.848107,13.2148633512635,62481.2972937181,-25.9688132817628,j2,0,0.4572,0.0652,2.779,0.54800004,13.3120476850589,12.74
2017-10-27 19:59:59.155,7.316791,55.21457,0.357700000168016,2.7750342,13.1792398476064,61701.3276887454,-24.9968667905141,j2,0,0.5029,0.0638,2.707,0.53800005,13.2761730590195,10.82
2017-10-27 20:00:00.153,7.378871,55.176891,0.381099999952319,2.756766,12.8230881483803,61456.8894711485,-21.0460931371381,j2,0,0.5432,0.0587,2.6890001,0.595,12.9175107234444,13.799999
2017-10-27 20:00:01.151,7.440826,55.139176,0.369799999950082,2.4502664,13.0011381104872,60327.1346412921,-21.0,j2,0,0.5495,0.0558,2.387,0.323,13.0968158212358,12.559999
2017-10-27 20:00:02.149,7.502657,55.101425,0.33040000000819,2.688768,13.2148633512635,55167.6092614688,-22.0,j2,0,0.5275,0.107599996,2.6220002,0.455,13.3120476850589,10.0199995
2017-10-27 20:00:03.147,7.564364,55.063638,0.357600000078975,2.553786,13.0367551206652,50127.1519056527,-22.1738127810713,j2,0,0.5697,0.0747,2.489,0.46500003,13.1326839080213,13.87
2017-10-27 20:00:04.145,7.625946,55.025815,0.3842000001397,2.7110956,12.9299103322883,45203.9440607061,-22.0,j2,0,0.612,0.0853,2.644,0.49500003,13.0250859338251,12.9
2017-10-27 20:00:05.143,7.687406,54.987957,0.340599999859926,2.6106205,13.0011381104872,40293.3778211829,-22.5229203748677,j2,0,0.5858,0.081999995,2.545,0.499,13.0968158212358,11.63
2017-10-27 20:00:06.141,7.748742,54.950063,0.358899999946352,2.46346,12.9299103322883,35561.0164354862,-21.0,j2,0,0.6252,0.0953,2.4,0.532,13.0250859338251,12.469999
2017-10-27 20:00:07.139,7.809954,54.912134,0.394099999865524,2.4756389,13.143614864786,31176.7857568025,-19.0,j2,0,0.6834,0.049999997,2.4120002,0.423,13.2402969433897,12.65
2017-10-27 20:00:08.137,7.871044,54.874169,0.351199999799583,2.330508,13.4286600524822,26943.2874107511,-18.0,j2,0,0.6642,0.060099997,2.269,0.47000003,13.5273515130737,12.09
2017-10-27 20:00:09.135,7.932012,54.836169,0.341100000035027,2.240182,13.4286600524822,22684.5180577365,-18.0,j2,0,0.6797,0.0884,2.18,0.58400005,13.5273515130737,12.04
2017-10-27 20:00:10.133,7.992857,54.798134,0.355499999875576,2.1965413,13.464299593943,18789.0965664981,-14.0,j2,0,0.7212,0.0733,2.137,0.53800005,13.5632422899728,12.49
2017-10-27 20:00:11.130,8.053581,54.760064,0.341800000055144,2.1924818,13.5712249040585,14897.6369823428,-11.359078922047,j2,0,0.7372,0.0651,2.1330001,0.531,13.6709213535332,11.059999
2017-10-27 20:00:12.128,8.114183,54.721959,0.298899999925133,2.0859172,13.1792398476064,11083.3118792376,-11.0,j2,0,0.7235,0.0828,2.028,0.513,13.2761730590195,11.04
2017-10-27 20:00:13.126,8.174664,54.683819,0.292000000023094,1.8636541,10.4801595821927,5600.56566620878,-8.8393675546074,j2,2,0.7444,0.0769,1.8090001,0.48800004,10.5580660445043,3.59
2017-10-27 20:13:35.863,7.171765,55.289687,0.331599999913955,2.743262,5.20097106678905,64934.5431675592,-27.0,j3,0,0.4868,0.0901,2.67,0.55200005,5.24145397473852,12.42
2017-10-27 20:13:36.881,7.235039,55.251498,0.356600000086054,2.7694855,4.5667427705489,63570.167433897,-26.2808265607782,j3,0,0.5287,0.062699996,2.696,0.41000003,4.60595467990872,11.29
2017-10-27 20:13:37.900,7.298184,55.213272,0.356399999941502,2.5324647,5.91079422216036,62724.9808692301,-21.7491471654739,j3,0,0.5459,0.0501,2.4610002,0.395,5.95269962140317,13.61
2017-10-27 20:13:38.919,7.361199,55.175008,0.353099999879682,2.5859206,5.52842857682775,62419.8760598357,-21.0933277864597,j3,0,0.5602,0.084199995,2.5140002,0.441,5.56956771225226,13.0
2017-10-27 20:13:39.938,7.424086,55.136707,0.302699999886748,2.6918235,4.38626097608912,61228.6416076357,-21.6902530599837,j3,0,0.528,0.098299995,2.6190002,0.514,4.42511119848609,10.95
