Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	ID Location	ID Monitoring station	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissolved organic carbon DOC (umol/l)	Q-flag Dissolved organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Coloured dissolved organic matter CDOM (1/m)	Q-flag Coloured dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+40+40	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					40					6.16				7.29								7.6																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+50+50	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					50					6.17				7.28								7.6																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+60+60	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					60					6.18				7.30								7.5																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+70+70	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					70					5.43				9.73								0.6																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+80+80	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					80					5.80				10.49								0.4																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+90+90	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					90					6.13				11.06								0.5																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+100+100	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					100					6.33				11.60								0.9																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+125+125	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					125					6.73				12.58								0.3																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+150+150	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					150					6.84				12.93								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+175+175	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					175					6.90				13.16								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+200+200	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					200					6.91				13.26						0.12		0.1		4	<											3.27		3.70		0.05		0.10	<	0.10	<	1.42		18.7		47.6																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+205+205	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					205					6.92				13.28								0.1		4	<											3.71		4.18		0.02		0.10	<	0.10	<	2.87		18.6		49.5																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+210+210	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					210			6.90		6.91				13.30								0.1		5												3.89		4.16			B	0.10	<	0.10	<	3.71		19.4		50.0																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+215+215	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					215					6.91				13.31								0.1		9												4.22		4.58			B	0.10	<	0.10	<	5.50		20.5		51.0																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+220+220	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					220					6.91				13.32								0.1		17												4.70		5.04			B	0.10	<	0.10	<	8.80		24.5		53.3																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+225+225	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					225					6.92				13.35								0.1		20												4.80		5.10			B	0.10	<	0.10	<	9.65		25.7		53.8																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0054	3	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-12-16	10:00			SHARK-HYD+2017+34EB+0054+230+230	57 18.72	20 04.56	57.31208	20.07592		235	27	4	4.0		997	1	6	3	0					230					6.92				13.36								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0034	2	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-11-11	06:50			SHARK-HYD+2017+34EB+0034+0+0	57 18.72	20 04.56	57.31197	20.07593		236	24	10.5	6.7		988	2	7	5	0					0					9.04				7.29						7.50		7.2				8.08		7.899		25.3		1.688				0.41		0.84		0.19		1.08		1.27		0.20	<	20.1		14.0		7.1		2.0																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0034	2	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-11-11	06:50			SHARK-HYD+2017+34EB+0034+5+5	57 18.72	20 04.56	57.31197	20.07593		236	24	10.5	6.7		988	2	7	5	0					5			8.88		9.04				7.29						7.45		7.2				8.08		7.898		25.4		1.681				0.40		0.81		0.20		1.05		1.25		0.20	<	19.5		14.0		7.1		2.0																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0034	2	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-11-11	06:50			SHARK-HYD+2017+34EB+0034+10+10	57 18.72	20 04.56	57.31197	20.07593		236	24	10.5	6.7		988	2	7	5	0					10					9.05				7.29						7.47		7.2				8.09		7.899		25.4		1.679				0.40		0.83		0.19		1.04		1.23		0.20	<	20.0		14.0		7.1		2.2																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0034	2	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-11-11	06:50			SHARK-HYD+2017+34EB+0034+15+15	57 18.72	20 04.56	57.31197	20.07593		236	24	10.5	6.7		988	2	7	5	0					15			8.86		9.08				7.30						7.47		7.2				8.08		7.895		25.0		1.678				0.38		0.80		0.19		0.96		1.15		0.20	<	18.8		14.0		7.1		1.9																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34EB	0034	2	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-11-11	06:50			SHARK-HYD+2017+34EB+0034+20+20	57 18.72	20 04.56	57.31197	20.07593		236	24	10.5	6.7		988	2	7	5	0					20					9.07				7.29						7.45		7.2				8.08		7.890		25.4		1.681				0.38		0.78		0.19		0.98		1.17		0.20	<	19.1		14.0		7.3		2.0																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
